"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.032831572175881
29_34,3.8116368389972437
34_34,3.968736707534186
44_34,3.6121837682600297
47_34,3.7926465501542403
48_34,3.7556400254895816
52_34,3.5957602186734503
73_34,4.198484774705325
95_34,4.029859936703756
97_34,3.692948657463309
101_34,3.658623568816559
110_34,3.935841163789286
115_34,3.56419339748824
117_34,3.9829444788508486
118_34,3.6681517345079993
127_34,3.7056740651499696
131_34,3.7577301438356607
145_34,3.9667581240630203
149_34,3.865571382860216
151_34,3.998324315439569
153_34,3.654761815599015
167_34,2.920670991682339
178_34,3.954400761733057
200_34,3.6733732436056403
207_34,3.7017850245325117
213_34,3.7199952508747978
225_34,3.6432719683327313
244_34,3.898185532612643
246_34,3.750067770531231
251_34,3.703502393751892
252_34,3.8130280381584614
271_34,3.70287441865155
287_34,3.906700359955751
292_34,3.7749900231791305
310_34,3.5048829530238113
335_34,3.5040508345461743
342_34,4.023730966699821
344_34,4.038760001516344
356_34,3.9374566660101866
357_34,3.6939229048402566
368_34,3.5555597483497894
376_34,3.7359204975962137
383_34,3.978144341147346
390_34,3.8209172580211597
397_34,4.086593634547611
400_34,3.990760639512193
405_34,3.70949316406611
407_34,3.9168300685589257
411_34,4.260298626999552
428_34,3.96989178371408
438_34,3.895583342735544
439_34,3.7031209767908075
446_34,3.799916545756592
447_34,3.7679890240557836
448_34,4.116738800952258
453_34,3.989818900986978
474_34,3.6607196950805014
489_34,4.258470145071137
502_34,3.357989081601056
505_34,3.833894627130349
508_34,4.14506771109294
510_34,3.7210992073350213
512_34,4.0508864730820155
520_34,3.789787146795693
529_34,3.9225882516627637
573_34,3.9963098329665905
584_34,3.818596613227606
591_34,3.682092827591993
617_34,3.9214609639271876
629_34,3.6889718187775777
633_34,3.987880217770685
645_34,3.288078768895478
648_34,3.6991778890785527
655_34,3.6452318147868423
665_34,3.965565933493079
669_34,4.009784138144283
670_34,3.8538369607461562
675_34,3.8093989733048126
678_34,3.581316042007729
680_34,3.6959335707987933
696_34,3.6658423143205945
704_34,3.927869019437634
773_34,3.894573314808706
778_34,3.8241059615532333
792_34,4.139970342731985
796_34,3.5690206865639134
804_34,3.899339613026174
806_34,3.4980818956667696
847_34,3.649180360009353
849_34,4.048085869003462
860_34,3.902896138134879
877_34,3.8705726860746066
886_34,3.8554207287552367
906_34,3.923909679729086
1_94,4.069745589252794
44_94,3.649097785336943
60_94,4.080441779874997
64_94,3.622481445180273
108_94,3.854055526000775
134_94,3.9667588594442837
145_94,4.003672141139933
149_94,3.9024853999371296
176_94,3.8875918986877935
179_94,3.5543934679869773
195_94,3.8643376599962647
209_94,3.782831291152119
284_94,3.8658136885824734
295_94,4.051706450389358
299_94,3.3943428616672855
310_94,3.5417969701007244
312_94,3.7437494760329906
376_94,3.7728345146731272
397_94,4.123507651624524
411_94,4.297212644076466
445_94,3.7196555015404673
448_94,4.153652818029172
480_94,3.7169364196935177
488_94,3.462038909799429
502_94,3.394903098677969
512_94,4.087800490158929
555_94,4.013552006921482
579_94,3.913952748626978
583_94,4.005265088668082
622_94,3.5328363327269656
633_94,4.024794234847597
640_94,4.089585882419569
676_94,4.191889461883031
699_94,3.574573807991384
713_94,3.680807675326858
719_94,3.854188850124428
789_94,3.953083553519469
804_94,3.9362536301030873
810_94,3.81662352421023
848_94,4.042870823771308
860_94,3.939810155211792
908_94,3.807447060420941
1_243,3.988912618727865
25_243,3.8204569494570078
49_243,3.6568876163662063
64_243,3.541648474655344
167_243,2.876752038234323
179_243,3.4735604974620484
210_243,3.7144133586199484
226_243,4.049421154241062
249_243,3.9754924552241295
298_243,3.4745030448089302
299_243,3.3135098911423566
312_243,3.6629165055080612
317_243,3.9595416694518955
323_243,4.080161081607529
335_243,3.460131881098158
346_243,3.9742990859655025
367_243,3.610647510847539
391_243,3.3834953552424767
400_243,3.946841686064177
491_243,3.644711756300691
501_243,3.982170668872125
544_243,3.884456210935782
548_243,3.7550192452134286
592_243,3.84858863095669
637_243,4.041906493933326
683_243,3.6860050029459335
698_243,3.518705072163719
699_243,3.4937408374664547
783_243,3.9721607676434165
816_243,3.465666976882433
900_243,3.8699150518743153
1_277,3.9784659746257405
9_277,3.990450947745936
35_277,3.727217366668053
52_277,3.5413946211233096
57_277,3.886077146794567
58_277,3.627086729584033
99_277,3.605574253692328
115_277,3.5098277999380993
131_277,3.70336454628552
134_277,3.8754792448172295
145_277,3.9123925265128796
151_277,3.943958717889428
157_277,3.892416962383602
179_277,3.4631138533599235
183_277,3.8633613744331994
197_277,3.946390053557664
201_277,3.718366267264207
209_277,3.6915516765250653
216_277,3.896162887773124
220_277,3.7667983850009543
239_277,3.8126899703157693
250_277,3.9735486401316407
259_277,3.8407747284945626
276_277,3.7653059369024735
310_277,3.4505173554736706
319_277,3.6720478949672217
335_277,3.4496852369960336
342_277,3.9693653691496804
364_277,3.8437099696519126
368_277,3.5011941507996482
373_277,3.4634405643543658
375_277,3.8279864502096306
401_277,4.091126298855668
402_277,3.5646347890452263
420_277,3.551263955562081
424_277,3.7987791688268606
444_277,3.9106985830838337
447_277,3.713623426505643
448_277,4.0623732034021165
459_277,3.8851831733394144
465_277,3.7738643645476
509_277,3.8049195960914415
510_277,3.6667336097848806
513_277,4.077266471192399
516_277,3.6405369431033985
518_277,3.800295160664788
522_277,3.883316818293433
551_277,3.4529393284224676
592_277,3.8381419868545645
593_277,3.7726922211699168
635_277,3.953088215131265
640_277,3.998306267792515
653_277,3.7737667369288523
654_277,3.9117567536805233
667_277,4.026718485713704
680_277,3.6415679732486526
698_277,3.5082584280615947
699_277,3.4832941933643298
702_277,3.8071299607472793
732_277,3.782283839276122
755_277,3.795077696012753
782_277,3.5667074058465498
783_277,3.961714123541291
796_277,3.5146550890137727
797_277,4.013054225326022
810_277,3.7253439095831764
844_277,3.549852802887723
854_277,3.614153931702925
871_277,3.6292180430159493
1_335,4.097062234165505
34_335,4.03296736952381
35_335,3.8458136262078173
49_335,3.765037231803846
51_335,3.93942560803845
56_335,4.006310347406067
64_335,3.649798090092984
76_335,3.965557703786492
90_335,3.75982025631955
98_335,3.724084267136755
101_335,3.722854230806183
108_335,3.881372170913486
132_335,4.126750209877726
135_335,4.253761549866106
156_335,3.8423755739146617
160_335,3.9642260617726652
163_335,4.247411982503978
176_335,3.9149085436005047
178_335,4.01863142372268
213_335,3.7842259128644216
231_335,3.8028775959639374
239_335,3.9312862298555347
244_335,3.9624161946022673
252_335,3.8772587001480856
253_335,3.5192909695562893
279_335,4.172185916216951
310_335,3.5691136150134355
318_335,3.8313946226227764
319_335,3.790644154506987
326_335,4.055937810535856
338_335,3.8083047603350066
343_335,3.839230742685969
346_335,4.082448701403142
353_335,3.6517917637766426
357_335,3.7581535668298813
389_335,3.696314244758346
