"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,3.9981552294143556
29_34,3.9033977777723177
34_34,3.908639359514192
44_34,3.717344421531479
47_34,3.8804763876516053
48_34,3.6153295884397956
52_34,3.647488475619211
73_34,4.090278840996621
95_34,4.08715197880824
97_34,3.665684989851768
101_34,3.4545315338606177
110_34,4.088447581775306
115_34,3.5127276992277534
117_34,4.150132681248902
118_34,3.861275592727663
127_34,3.7703961454516977
131_34,3.821192637093424
145_34,3.931887877890626
149_34,4.071121163937649
151_34,4.056365229789812
153_34,3.7770421168405948
167_34,3.1604848270233536
178_34,4.002883244438121
200_34,3.7242895802783886
207_34,3.7142230749484684
213_34,3.777266785392851
225_34,3.506808300684744
244_34,3.9193167017521766
246_34,3.7929265200492024
251_34,3.8155003019161287
252_34,3.8672680300629514
271_34,3.6501403752252086
287_34,3.7539179715495834
292_34,3.8186557965313805
310_34,3.448209091425738
335_34,3.8243624179343163
342_34,4.059487912813373
344_34,4.010523624686188
356_34,3.9501812510986647
357_34,3.624840766094042
368_34,3.7351064353961374
376_34,3.794908617314374
383_34,3.98654001894151
390_34,4.049009320828075
397_34,4.257619755913811
400_34,3.8007107811714542
405_34,3.742304866843867
407_34,3.9741112525711184
411_34,4.282838457026389
428_34,4.019437083993256
438_34,3.7483141699361204
439_34,3.666312906521636
446_34,3.8946660144849097
447_34,3.7281043209537237
448_34,4.137788069940816
453_34,3.8792086921527607
474_34,3.70867679571278
489_34,4.249573370240249
502_34,3.4537529311126147
505_34,3.8758923719156413
508_34,3.9438097638755973
510_34,3.6756696877405832
512_34,3.967774416391299
520_34,3.9446619863256602
529_34,3.8598510472110465
573_34,3.6995509026765445
584_34,3.730738273091376
591_34,3.553485040009287
617_34,3.6832284873376318
629_34,3.666168259147515
633_34,3.9691886229248645
645_34,3.402620487453879
648_34,3.668268312883001
655_34,3.8428666279998276
665_34,4.14055004194589
669_34,4.092171225442431
670_34,3.7543811602454666
675_34,3.589436103568886
678_34,3.3510163175399676
680_34,3.6640223946841854
696_34,3.475387122922441
704_34,4.0682274830213405
773_34,3.837287896759759
778_34,3.745974679233311
792_34,4.182748644619498
796_34,3.7547714390461793
804_34,3.9067746606609925
