"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,3.6272727272727274
29_34,3.6272727272727274
34_34,3.6272727272727274
44_34,3.6272727272727274
47_34,3.6272727272727274
48_34,3.6272727272727274
52_34,3.6272727272727274
73_34,3.6272727272727274
95_34,3.6272727272727274
97_34,3.6272727272727274
101_34,3.6272727272727274
110_34,3.6272727272727274
115_34,3.6272727272727274
117_34,3.6272727272727274
118_34,3.6272727272727274
127_34,3.6272727272727274
131_34,3.6272727272727274
145_34,3.6272727272727274
149_34,3.6272727272727274
151_34,3.6272727272727274
153_34,3.6272727272727274
167_34,3.6272727272727274
178_34,3.6272727272727274
200_34,3.6272727272727274
207_34,3.6272727272727274
213_34,3.6272727272727274
225_34,3.6272727272727274
244_34,3.6272727272727274
246_34,3.6272727272727274
251_34,3.6272727272727274
252_34,3.6272727272727274
271_34,3.6272727272727274
287_34,3.6272727272727274
292_34,3.6272727272727274
310_34,3.6272727272727274
335_34,3.6272727272727274
342_34,3.6272727272727274
344_34,3.6272727272727274
356_34,3.6272727272727274
357_34,3.6272727272727274
368_34,3.6272727272727274
376_34,3.6272727272727274
383_34,3.6272727272727274
390_34,3.6272727272727274
397_34,3.6272727272727274
400_34,3.6272727272727274
405_34,3.6272727272727274
407_34,3.6272727272727274
411_34,3.6272727272727274
428_34,3.6272727272727274
438_34,3.6272727272727274
439_34,3.6272727272727274
446_34,3.6272727272727274
447_34,3.6272727272727274
448_34,3.6272727272727274
453_34,3.6272727272727274
474_34,3.6272727272727274
489_34,3.6272727272727274
502_34,3.6272727272727274
505_34,3.6272727272727274
508_34,3.6272727272727274
510_34,3.6272727272727274
512_34,3.6272727272727274
520_34,3.6272727272727274
529_34,3.6272727272727274
573_34,3.6272727272727274
584_34,3.6272727272727274
591_34,3.6272727272727274
617_34,3.6272727272727274
629_34,3.6272727272727274
633_34,3.6272727272727274
645_34,3.6272727272727274
648_34,3.6272727272727274
655_34,3.6272727272727274
665_34,3.6272727272727274
669_34,3.6272727272727274
670_34,3.6272727272727274
675_34,3.6272727272727274
678_34,3.6272727272727274
680_34,3.6272727272727274
696_34,3.6272727272727274
704_34,3.6272727272727274
773_34,3.6272727272727274
778_34,3.6272727272727274
792_34,3.6272727272727274
796_34,3.6272727272727274
804_34,3.6272727272727274
806_34,3.6272727272727274
847_34,3.6272727272727274
849_34,3.6272727272727274
860_34,3.6272727272727274
877_34,3.6272727272727274
886_34,3.6272727272727274
906_34,3.6272727272727274
1_94,4.0212765957446805
44_94,4.0212765957446805
60_94,4.0212765957446805
64_94,4.0212765957446805
108_94,4.0212765957446805
