"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.7
29_34,4.1
34_34,4.6
44_34,3.2
47_34,3.8
48_34,2.8333333333333335
52_34,2.4
73_34,5.0
95_34,4.4
97_34,4.7
101_34,3.5666666666666673
110_34,4.0
115_34,3.4666666666666672
117_34,4.775
118_34,4.185079365079365
127_34,3.8
131_34,4.57
145_34,2.1
149_34,4.185079365079365
151_34,4.7
153_34,3.4
167_34,1.6
178_34,4.1
200_34,4.7
207_34,4.65
213_34,4.258333333333333
225_34,3.8
244_34,3.8
246_34,3.9
251_34,4.85
252_34,4.4
271_34,3.8
287_34,4.2
292_34,4.596666666666667
310_34,4.5
335_34,4.6
342_34,3.9666666666666672
344_34,4.258333333333333
356_34,3.4666666666666672
357_34,3.95
368_34,4.2
376_34,4.0
383_34,3.6
390_34,4.2
397_34,4.185079365079365
400_34,2.9
405_34,4.8
407_34,4.65
411_34,4.1
428_34,4.2
438_34,4.2
439_34,4.3
446_34,3.7
447_34,4.8
448_34,3.9
453_34,2.4
474_34,4.0
489_34,4.2
502_34,4.7
505_34,4.4
508_34,4.2
510_34,3.8710714285714283
512_34,3.7
520_34,4.3
529_34,3.5
573_34,4.066666666666667
584_34,3.5
591_34,3.475
617_34,4.2
629_34,4.6
633_34,4.2
645_34,3.7083333333333335
648_34,3.7
655_34,3.266666666666667
665_34,3.766666666666667
669_34,4.184285714285714
670_34,4.4
675_34,3.5666666666666673
678_34,3.5
680_34,4.2
696_34,4.8
704_34,4.0
773_34,3.9
778_34,4.3
792_34,4.7
796_34,3.586175213675214
804_34,4.3
806_34,1.5699999999999998
847_34,4.5
849_34,3.3
860_34,4.175
877_34,4.7
886_34,3.25
906_34,3.3
1_94,4.3
44_94,4.1
60_94,4.216666666666667
64_94,3.8
108_94,3.375
134_94,4.0
145_94,3.3
149_94,4.59
176_94,3.6
179_94,3.4
195_94,4.7
209_94,3.3
284_94,3.7
295_94,3.9
299_94,2.9
310_94,4.1
312_94,4.4
376_94,3.9
397_94,4.59
411_94,3.7
445_94,3.8166666666666673
448_94,4.3
480_94,4.083333333333334
488_94,2.6
502_94,3.4333333333333327
512_94,4.208333333333334
555_94,4.8
579_94,4.4799999999999995
583_94,3.7
622_94,4.6
633_94,4.8
640_94,4.4
676_94,4.408333333333333
699_94,3.516666666666667
713_94,3.18
719_94,4.6
789_94,4.9
804_94,4.4
810_94,3.8
848_94,4.408333333333333
860_94,3.8
908_94,4.1
1_243,3.8
25_243,2.4
49_243,3.2
64_243,4.366666666666667
167_243,3.3
179_243,3.1
210_243,4.4
226_243,4.7
249_243,4.433333333333333
298_243,3.6666666666666665
299_243,3.5
312_243,3.1
317_243,4.666666666666667
323_243,3.7
335_243,3.3
346_243,3.9
367_243,4.0
391_243,3.18
400_243,4.7
491_243,4.5
501_243,4.6
544_243,4.7
548_243,3.2950000000000004
592_243,3.4666666666666672
637_243,3.4
683_243,3.7
698_243,3.5
699_243,2.4
783_243,4.4
816_243,3.2
900_243,3.8
1_277,4.6
9_277,4.296666666666666
35_277,3.2
52_277,2.8
57_277,4.67
58_277,4.158333333333333
99_277,4.296666666666666
115_277,4.408333333333333
131_277,4.113333333333332
134_277,4.1
145_277,4.4
151_277,4.273095238095238
157_277,3.6
179_277,3.0
183_277,4.433333333333333
197_277,4.296666666666666
201_277,4.366666666666667
209_277,3.8
216_277,4.0166666666666675
220_277,3.7
239_277,4.15
250_277,4.4
259_277,4.0
276_277,3.5583333333333327
310_277,4.1
319_277,4.158333333333333
335_277,3.4
342_277,4.066666666666666
364_277,4.158333333333333
368_277,4.3
373_277,3.8
375_277,4.7
401_277,3.383333333333333
402_277,4.29
420_277,3.2
424_277,3.5
444_277,4.341666666666667
447_277,3.5
448_277,4.0
459_277,3.9
465_277,3.8825000000000003
509_277,4.8
510_277,4.158333333333333
513_277,3.8
516_277,4.55
518_277,4.0
522_277,3.9714285714285715
551_277,3.8
592_277,3.8
593_277,3.9
635_277,4.2
640_277,4.2
653_277,4.3
654_277,3.9714285714285715
667_277,4.4
680_277,3.823095238095239
698_277,3.5666666666666673
699_277,3.9799999999999995
702_277,4.1
732_277,3.916666666666667
755_277,3.9
782_277,4.296666666666666
783_277,4.5
796_277,4.15
797_277,3.8833333333333337
810_277,3.8
844_277,3.55
854_277,3.8
871_277,3.512222222222222
1_335,4.1
34_335,4.3
35_335,4.066666666666666
49_335,4.1
51_335,4.1
56_335,3.7733333333333334
64_335,4.3
76_335,4.9
90_335,3.8
98_335,3.4
101_335,4.0
108_335,3.3
132_335,3.7
135_335,4.0
156_335,3.9
160_335,4.2
163_335,4.7
176_335,4.3
178_335,4.5
213_335,3.35
231_335,4.2
239_335,3.1333333333333333
244_335,4.6
252_335,4.5
253_335,4.393333333333333
279_335,4.7
310_335,2.7
318_335,4.2
319_335,4.183333333333334
