"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.7
29_34,4.0
34_34,4.2
44_34,4.2
47_34,4.1
48_34,2.8333333333333335
52_34,2.4
73_34,4.7
95_34,4.233333333333333
97_34,4.6
101_34,2.966666666666667
110_34,4.0
115_34,3.1
117_34,4.3
118_34,4.314761904761904
127_34,3.6
131_34,4.866666666666667
145_34,2.9
149_34,4.314761904761904
151_34,4.633333333333334
153_34,3.4
167_34,1.3
178_34,4.1
200_34,4.6
207_34,4.9
213_34,4.226666666666667
225_34,4.1
244_34,3.6
246_34,4.0
251_34,4.783333333333333
252_34,4.2
271_34,3.1
287_34,4.033333333333333
292_34,4.394444444444445
310_34,4.1
335_34,4.55
342_34,4.0
344_34,4.226666666666667
356_34,3.5
357_34,4.15
368_34,4.1
376_34,4.1
383_34,3.7
390_34,4.033333333333333
397_34,4.314761904761904
400_34,3.2
405_34,4.5
407_34,4.7333333333333325
411_34,4.3
428_34,4.033333333333333
438_34,4.033333333333333
439_34,4.45
446_34,4.25
447_34,3.87
448_34,4.8
453_34,3.0
474_34,4.05
489_34,4.1
502_34,4.7
505_34,3.8
508_34,4.1
510_34,3.7766666666666664
512_34,4.35
520_34,4.0
529_34,3.853333333333333
573_34,3.066666666666667
584_34,3.775
591_34,3.3208333333333337
617_34,4.1
629_34,4.4
633_34,3.5
645_34,3.525
648_34,4.4
655_34,2.7
665_34,3.366666666666667
669_34,4.364285714285714
670_34,3.5333333333333337
675_34,2.9
678_34,3.233333333333333
680_34,4.033333333333333
696_34,4.85
704_34,4.133333333333334
773_34,3.5
778_34,4.6
792_34,4.7
796_34,3.555411255411255
804_34,4.2
806_34,2.05
847_34,4.5
849_34,3.3333333333333335
860_34,4.15
877_34,4.9
886_34,3.5
906_34,3.1
1_94,4.0
44_94,3.3
60_94,4.3
64_94,3.7
108_94,3.416666666666667
134_94,4.5
145_94,2.4
149_94,4.4714285714285715
176_94,3.5
179_94,4.2
195_94,4.7
209_94,3.6
284_94,3.7
295_94,4.2
299_94,3.1
310_94,4.3
312_94,4.2
376_94,4.3
397_94,4.4714285714285715
411_94,3.8
445_94,3.5666666666666673
448_94,4.2
480_94,4.283333333333333
488_94,4.08
502_94,4.2
512_94,4.4
555_94,4.3
579_94,3.9
583_94,4.0
622_94,4.0
633_94,4.3
640_94,4.6
676_94,4.725
699_94,3.4016666666666664
713_94,3.1
719_94,4.7
789_94,4.7
804_94,4.7
810_94,4.366666666666667
848_94,4.3
860_94,3.366666666666667
908_94,4.7
1_243,3.9
25_243,3.55
49_243,4.0
64_243,4.1
167_243,1.8
179_243,3.8
210_243,3.3
226_243,4.9
249_243,3.5666666666666664
298_243,3.7
299_243,3.9
312_243,4.1
317_243,4.7333333333333325
323_243,3.7166666666666663
335_243,4.05
346_243,3.8
367_243,4.1
391_243,3.5
400_243,4.9
491_243,4.3
501_243,4.6
544_243,3.9
548_243,3.766666666666667
592_243,3.6233333333333335
637_243,3.8
683_243,3.6
698_243,3.5666666666666673
699_243,3.55
783_243,4.2
816_243,3.9
900_243,4.2
1_277,3.9285714285714284
9_277,4.2716666666666665
