"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,3.9399290374652556
29_34,3.874423753876467
34_34,3.942527264964259
44_34,3.564424581480155
47_34,3.7824188889438073
48_34,3.687676119752559
52_34,3.5480184092401768
73_34,4.1668682631240115
95_34,3.9751724239895116
97_34,3.5990017009901347
101_34,3.6083491897850495
110_34,3.891487353222298
115_34,3.5272831662188566
117_34,4.020358411993318
118_34,3.6157577882090086
127_34,3.6448985493337664
131_34,3.691303906509275
145_34,3.909814847399973
149_34,3.8279927524045534
151_34,3.932339954169733
153_34,3.5935624995137587
167_34,2.8838914679299648
178_34,3.8916704482845685
200_34,3.571990033713269
207_34,3.662784131893712
213_34,3.745179193216444
225_34,3.653857807050029
244_34,3.802674190609361
246_34,3.6845915758883616
251_34,3.674595096340995
252_34,3.763841600242362
271_34,3.7286067536033234
287_34,3.843369608019126
292_34,3.656605250068021
310_34,3.4951639990850527
335_34,3.4342403039234193
342_34,3.971137571432293
344_34,4.036074747926133
356_34,3.987561517770194
357_34,3.71858772593992
368_34,3.4752626793089356
376_34,3.6423086515237926
383_34,3.992232131115194
390_34,3.7797740150127797
397_34,3.989101403054413
400_34,3.8931211820392604
405_34,3.751979214138096
407_34,3.831544829414163
411_34,4.3153848338072995
428_34,3.8879200283098445
438_34,3.9003740804861584
439_34,3.5765181252156153
446_34,3.800342535846727
447_34,3.6764453434633357
448_34,4.065467665805015
453_34,3.931579885032387
474_34,3.5910649112259256
489_34,4.234546592236025
502_34,3.2577707856757696
505_34,3.7384726628494196
508_34,4.074673957832295
510_34,3.6334522554678617
512_34,3.978061473054336
520_34,3.7972314158746254
529_34,3.921536875291337
573_34,3.8911426152378095
584_34,3.783931083621092
591_34,3.6731467593779468
617_34,3.838134673424944
629_34,3.7124489433196737
633_34,3.9377909135441986
645_34,3.2565391317752326
648_34,3.5925371079284787
655_34,3.5884458183356247
665_34,3.8562279182312826
669_34,3.941258920119614
670_34,3.7752084117550555
675_34,3.6722177243934744
678_34,3.6146556549518434
680_34,3.7003597658239133
696_34,3.634763962648923
704_34,3.8927507387008387
773_34,3.7961025533896806
778_34,3.723317579832559
792_34,4.137164250607194
796_34,3.523607915380497
804_34,3.858264885214154
806_34,3.4596964819055755
847_34,3.604221758978593
849_34,3.9733882883840286
860_34,3.914741954755538
877_34,3.803923692899229
886_34,3.861626924989257
906_34,3.852439617550695
1_94,4.252562019221687
44_94,3.8132716872892853
60_94,4.231095974583015
64_94,3.7674692380119623
108_94,4.016061247785483
134_94,4.124721375103914
145_94,4.137945897557046
149_94,4.069961854649058
176_94,4.047455236546982
179_94,3.693523012122429
195_94,4.027519325267397
209_94,3.9448362452988146
284_94,4.020094545265625
295_94,4.224520329223321
299_94,3.5363013940624293
310_94,3.7072228710410893
312_94,3.9332959636658202
376_94,3.923271534637752
397_94,4.243017897603471
411_94,4.430274802839281
445_94,3.861324244637213
448_94,4.258720126466175
480_94,3.849467920927184
488_94,3.6572971315325584
502_94,3.5532442478141233
512_94,4.234793025256133
555_94,4.178682937597706
579_94,4.025724486475997
583_94,4.1703408334335945
622_94,3.66795086653657
633_94,4.183672091442569
640_94,4.2194601244979815
676_94,4.344476306017703
699_94,3.7487458693088773
713_94,3.866494071240815
719_94,4.034771819395506
789_94,4.065340303476426
804_94,4.096167761290208
810_94,3.9229252709573044
848_94,4.241573877961323
860_94,4.0970878807161055
908_94,3.9843290595240717
1_243,4.016886197581415
25_243,3.8296893459646673
49_243,3.6305422900476056
64_243,3.55793104663649
167_243,2.915707606843564
179_243,3.5375721101980995
210_243,3.6828677527051767
226_243,4.087533946667479
249_243,3.9426528586569445
298_243,3.508673796629056
299_243,3.277252401853901
312_243,3.620864991770056
317_243,3.9697220549224594
323_243,4.123815249235009
335_243,3.4207239171316517
346_243,3.942876272705225
367_243,3.647439039350509
391_243,3.3649441142295986
400_243,3.956544393867163
491_243,3.618256120407175
501_243,3.994709246868403
544_243,3.852288163706455
548_243,3.8108209505842083
592_243,3.8580386750614273
637_243,4.040962678125626
683_243,3.656372738788517
698_243,3.532980287174652
699_243,3.503711689384403
783_243,3.9966641648668513
816_243,3.4471733454083986
900_243,3.8449263420918602
1_277,3.9921560123641275
9_277,4.124124143192613
35_277,3.700569992605869
52_277,3.554122654598229
57_277,3.945752866567012
58_277,3.6055257562402567
99_277,3.7247083728189967
115_277,3.585114658696074
131_277,3.8200486509919247
134_277,3.9336668648387807
145_277,3.9396783950681136
151_277,3.9218335291566278
157_277,3.8874261419251046
179_277,3.442473833695998
183_277,3.839278726536246
197_277,4.062265570824183
201_277,3.7855534175698535
209_277,3.7716594470398537
216_277,3.8603075368125777
220_277,3.824719231413398
239_277,3.8796018291708965
250_277,3.9576534905828016
259_277,3.867568797025599
276_277,3.764203049397947
310_277,3.4469921779603783
319_277,3.7522110616841244
335_277,3.5513908669323917
342_277,3.9240160508787953
364_277,3.897461913936403
368_277,3.549299445101775
373_277,3.432768544326708
375_277,3.827845975634266
401_277,4.137739041629446
402_277,3.562251468549239
420_277,3.561910924628986
424_277,3.8763716497074396
444_277,4.037027228694594
447_277,3.7632978251768963
448_277,4.0794052380987145
459_277,3.874851828418272
465_277,3.796860808755511
509_277,3.7600755844354454
510_277,3.7492849456875086
513_277,4.068455630649006
516_277,3.649744738462311
518_277,3.782249594695313
522_277,3.8487325823620755
551_277,3.462285627104176
592_277,3.844101332732827
593_277,3.7186480604960273
635_277,3.9204880257996786
640_277,4.055010284759078
653_277,3.8561159035719137
654_277,3.8886407136539307
667_277,3.974566438913895
680_277,3.6272721611882823
698_277,3.5321361730173675
699_277,3.5305604130317465
702_277,3.9150135410810463
732_277,3.725241180084614
755_277,3.771926078914323
782_277,3.6697865460217742
783_277,3.972829066082686
796_277,3.506039406511703
797_277,4.03652064416141
810_277,3.710098988426975
844_277,3.5423649744040304
854_277,3.5977694989937383
871_277,3.651191488557643
1_335,4.077754041833336
34_335,3.983544743446001
35_335,3.7729314011326296
49_335,3.7110038387532254
51_335,3.9329648280150664
56_335,3.9561673069564556
64_335,3.636011690019728
76_335,3.8967508767209638
90_335,3.6792123422385132
98_335,3.6637669368604384
101_335,3.6751524641401887
108_335,3.8818829873695164
132_335,4.117377827063535
135_335,4.212801773347809
156_335,3.7644718078333974
160_335,3.9249560705477173
163_335,4.206374115850316
176_335,3.8960454639648723
178_335,4.0074183959767895
213_335,3.725781981101572
231_335,3.74119772158353
239_335,3.872427919898609
244_335,3.945365455531097
252_335,3.862986334818575
253_335,3.4664557535036895
279_335,4.133018267916877
310_335,3.490645614526951
318_335,3.761551359734725
319_335,3.7590612889565587
326_335,3.9828037502421276
338_335,3.747599829452306
343_335,3.80652131548939
346_335,4.019825922830237
353_335,3.5630646866839144
357_335,3.6827412028437676
389_335,3.618137586375968
401_335,4.150311522060062
410_335,3.8252155814638944
441_335,3.6854117131357427
442_335,3.949497337442136
486_335,4.0364289263211095
506_335,3.4962335847687354
517_335,3.6820638430979815
518_335,3.85889263384718
528_335,3.6450174181906307
544_335,3.9321379479583825
581_335,3.482539047657486
588_335,3.914376820878462
590_335,3.7593331518174216
619_335,3.814765445618447
625_335,3.533337314748297
635_335,4.008782678656749
642_335,3.9367365676828205
651_335,3.8396360255820365
657_335,3.813245261330688
661_335,3.876880356765365
675_335,3.8135457558713743
676_335,4.151457200906675
699_335,3.559946459559697
754_335,3.6566078817402365
810_335,3.819155301553202
839_335,3.710292326563778
851_335,3.5060194811551835
864_335,3.980332952860804
874_335,3.9748176447009267
880_335,3.8303895723353008
886_335,3.844471277286725
1_442,4.2090684260670885
12_442,4.258470581717434
25_442,4.016429075493042
26_442,3.193371308537671
43_442,4.124535927736087
47_442,4.106941844836433
58_442,3.962798478366847
60_442,4.2439573124852
63_442,4.131324473905936
77_442,4.0863320100265135
83_442,4.309985391734151
86_442,4.618058914437267
100_442,3.9119523778584107
101_442,3.9123704614800228
103_442,3.9967243825618897
104_442,3.913833848546483
122_442,3.907775004505604
123_442,4.121739148533628
127_442,3.9026343271871267
129_442,3.9730106870757322
131_442,4.0453017964443445
132_442,4.242809079855137
134_442,4.150841259331321
140_442,4.2030730959554194
143_442,4.030172637245355
149_442,4.15980948709243
150_442,3.918344744757594
151_442,4.320670376430284
156_442,4.0676494879818454
160_442,4.155465754707924
175_442,3.9532448150455313
178_442,4.115005715064781
179_442,3.6693597143549956
180_442,3.7770308923333107
188_442,3.966065858646004
191_442,3.5660254284989326
194_442,4.164696284210923
196_442,3.7390206672223165
203_442,3.259236586680172
214_442,4.048303882488134
216_442,4.206349189679877
240_442,3.7209606687435324
241_442,4.178625916089041
248_442,4.297707498655156
255_442,4.11192573204736
260_442,3.787297460271116
269_442,3.922489543748521
283_442,4.0460177849555725
292_442,4.000998454924592
300_442,4.053758358698352
301_442,4.257388957798728
304_442,4.072730284163795
305_442,3.9831350264827554
309_442,4.139763996304108
317_442,4.142205072412843
319_442,4.036448775344495
326_442,4.216159500288242
334_442,4.142255641003318
335_442,3.7780181937080846
349_442,3.9811113927939625
350_442,4.090702508975338
358_442,3.885709103054677
363_442,4.14180661241462
364_442,4.185643724466594
366_442,4.294544406665781
369_442,3.794019408950907
370_442,4.2569263148703005
374_442,4.0521001115042035
376_442,4.026598368275362
377_442,4.020906806046821
393_442,4.093150626046514
401_442,4.350934219181967
405_442,3.968572468073906
411_442,4.541127334021578
414_442,3.983917875542616
436_442,3.7839016031522537
438_442,4.176931324412162
453_442,4.217009114818056
459_442,4.169833736731972
469_442,3.7341502507550715
473_442,3.875178812826131
475_442,4.149576487175678
484_442,4.191827352019124
492_442,4.204699002198437
501_442,4.174912191540691
510_442,4.05143608071045
515_442,3.561152659132877
524_442,4.028218814982308
536_442,4.120181921214517
544_442,4.251736157591897
545_442,4.1046937606246185
547_442,4.283623339048319
552_442,4.1946154974989645
568_442,4.413264218545597
578_442,3.871527063944653
583_442,4.273310773978497
592_442,4.189213593018979
593_442,3.9875440961576913
595_442,4.030528826835449
597_442,4.106513983764027
607_442,3.5570055726368843
614_442,4.123540234046874
620_442,3.921374137632484
625_442,3.80027397560878
629_442,3.8915633239616656
630_442,4.082694266914189
631_442,4.314588116934987
643_442,4.154513061088368
645_442,3.609821221218262
659_442,3.800124732236697
660_442,4.207759551826924
662_442,4.063393102952102
669_442,4.304184243695874
671_442,4.030700940951526
678_442,3.7998989182088363
681_442,4.242815491450459
682_442,4.063923208132764
683_442,4.066728561125669
684_442,3.9696262638930544
692_442,4.339379009049776
699_442,3.6842464963470842
700_442,4.01322356855121
707_442,4.242456306398334
711_442,4.317725826858551
724_442,4.181868706652372
725_442,3.9964819864843353
727_442,3.9365295796845317
